"dfScale","chiSQEdist","invWishartEdist","singularInvWishartEdist"
1,7.73010245231348,41.6187552997601,1472.94569548328
2,2.47892665863869,3.13153613867492,45.8468380789792
4,0.604244030204787,0.490947726244011,3.81611315518019
8,0.195127720982916,0.0680584791049104,0.704631317369706
16,0.0812794145998669,0.0164768989197128,0.200057608304009
32,0.0263411740975144,0.00365675706345998,0.0598062534837994
